Articles (articles_PADI_relevant.csv)	Topic 0 : million / milliard / franc / entreprise / affaire / service / marché / chiffre / sénégal / cfa	Topic 1 : covid / 19 / cas / pandémie / santé / pays / contre / Sénégal / sanitaire / crise	Topic 2 : femme / pouvoir / homme / journée / vie / fille / famille / jour / bien / mars	Topic 3 : Afrique / développement / eau / pays / africain / Sénégal / mondial / international / durable / agriculture	Topic 4 : sénégal / bon / équipe / voir / bien / beaucoup / gagner / vraiment / yer / match	Topic 5 : Sénégal / sénégalais / président / Diop / Ndiaye / dakar / Senghor / Mamadou / Afrique / Dakar	Topic 6 : enseignant / éducation / élève / école / accord / gouvernement / syndicat / problème / cours / année	Topic 7 : loi / droit / national / assemblée / député / pouvoir / maire / article / Sénégal / code	Topic 8 : élection / électoral / candidat / pouvoir / politique / parti / devoir / vote / opposition / justice	Topic 9 : lion / finale / but / Sénégal / match / minute / egypte / face / février / victoire	Topic 10 : président / politique / pouvoir / Wade / sénégalais / Macky / Abdoulaye / sall / etat / parti	Topic 11 : pays / africain / pouvoir / économique / produit / économie / président / Afrique / alimentaire / continent	Topic 12 : sénégal / ramener / beaucoup / monde / new / ligne / petit / bon / mener / voir	Topic 13 : équipe / joueur / match / Sénégal / coupe / jouer / pouvoir / club / national / lion	Topic 14 : pêche / ressource / riz / acteur / secteur / local / pétrole / Sénégal / national / gaz	Topic 15 : père / jour / grand / venir / sénégalais / famille / fils / village / vivre / terre	Topic 16 : eau / zone / population / région / commune / village / terre / pouvoir / rural / service	Topic 17 : pouvoir / aujourd / sénégal / voir / état / devoir / vouloir / savoir / bien / beaucoup	Topic 18 : Sénégal / milliard / etat / sénégalais / gouvernement / Bénin / ministre / sénégal / CFA / public	Topic 19 : agricole / producteur / production / bénin / gouvernement / tonne / agriculture / national / produit / ministre	Topic 20 : ministre / président / république / etat / chef / national / conseil / Macky / communication / gouvernement	Topic 21 : pouvoir / information / réseau / donnée / social / Sénégal / devoir / sénégalais / communication / numérique	Topic 22 : projet / formation / national / développement / programme / secteur / travail / centre / financement / cadre	Topic 23 : Wade / etat / sénégalais / chef / prendre / pouvoir / guerre / Ukraine / pays / président	Topic 24 : prix / fcfa / produit / hausse / marché / milliard / année / denrée / mois / franc	Topic 25 : pays / militaire / russe / Ukraine / Mali / président / force / armée / Russie / sanction	Topic 26 : affaire / justice / presse / dossier / dernier / mort / victime / pouvoir / contre / enquête	Topic 27 : santé / enfant / alimentaire / hôpital / maladie / sanitaire / système / médecin / civil / médical	Topic 28 : football / national / sport / sénégal / fédération / sénégalais / président / stade / coupe / sportif	Topic 29 : beaucoup / pouvoir / artiste / voir / culture / sénégalais / musique / venir / bien / vraiment	Topic 30 : sénégal / état / heure / édition / pouvoir / commune / sénégalais / jour / autorité / président	Topic 31 : Cheikh / religieux / musulman / professeur / Sénégal / communauté / fête / université / monde / science	Topic 32 : pouvoir / politique / pays / devoir / sénégalais / Sénégal / bien / homme / monde / peuple	Topic 33 : coalition / liste / élection / Yewwi / sonko / leader / politique / opposition / Askan / maire	Topic 34 : jeune / emploi / pouvoir / pays / entreprise / programme / local / jeunesse / devoir / politique
article 1531	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.05315	0.92635	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062	0.00062
article 1532	9e-05	9e-05	9e-05	9e-05	9e-05	0.08416	9e-05	9e-05	9e-05	9e-05	0.40223	9e-05	9e-05	9e-05	9e-05	0.17159	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.06154	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.06401	9e-05	0.07678	0.13703
article 1533	0.00032	0.11058	0.00032	0.18296	0.00032	0.03121	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.34786	0.00032	0.00032	0.00032	0.00032	0.14353	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.17454	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032
article 1534	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.11988	0.00018	0.1329	0.00018	0.5311	0.00018	0.00018	0.00018	0.02523	0.18355	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00215	0.00018
article 1535	8e-05	8e-05	0.02831	8e-05	8e-05	8e-05	0.01696	8e-05	8e-05	8e-05	0.25552	8e-05	8e-05	8e-05	8e-05	0.09596	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.0439	8e-05	8e-05	8e-05	8e-05	0.03063	0.04492	8e-05	8e-05	0.48175	8e-05	8e-05
article 1536	0.00036	0.93909	0.00036	0.00036	0.00036	0.04898	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036
article 1537	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.24412	0.00026	0.00026	0.00026	0.74746	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026
article 1538	0.00036	0.00036	0.00036	0.00036	0.00036	0.1531	0.00036	0.00036	0.00036	0.07597	0.00036	0.00036	0.00036	0.7595	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036
article 1539	0.12222	0.00523	4e-05	4e-05	4e-05	0.02261	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.02462	0.30842	0.18776	4e-05	4e-05	0.05913	4e-05	4e-05	0.03006	4e-05	4e-05	4e-05	4e-05	0.04033	4e-05	4e-05	0.19872	4e-05	4e-05
article 1540	0.00027	0.00027	0.00027	0.00027	0.00027	0.55407	0.00027	0.00027	0.00027	0.00027	0.3713	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.066	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027
article 1541	5e-05	5e-05	0.02415	5e-05	5e-05	5e-05	5e-05	0.10901	5e-05	5e-05	0.03175	5e-05	5e-05	5e-05	5e-05	0.04178	5e-05	0.07326	5e-05	5e-05	0.01695	5e-05	5e-05	0.1124	5e-05	5e-05	0.15878	5e-05	5e-05	5e-05	5e-05	5e-05	0.36174	5e-05	0.069
article 1542	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.53328	0.00023	0.00023	0.00023	0.06526	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.27421	0.00023	0.00023	0.00023	0.00023	0.00023	0.1201	0.00023	0.00023
article 1543	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.21464	0.07079	0.00011	0.00011	0.04124	0.00011	0.00011	0.00011	0.00011	0.18398	0.04037	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.00011	0.03381	0.41217	0.00011	0.00011
article 1544	3e-05	3e-05	3e-05	3e-05	0.05365	3e-05	3e-05	0.10022	0.02671	3e-05	0.10283	3e-05	0.01406	3e-05	3e-05	3e-05	3e-05	0.56484	3e-05	3e-05	3e-05	0.01123	3e-05	3e-05	3e-05	3e-05	0.10516	0.01991	3e-05	3e-05	3e-05	3e-05	3e-05	0.00064	3e-05
article 1545	6e-05	6e-05	0.16289	6e-05	6e-05	6e-05	6e-05	6e-05	0.05338	6e-05	6e-05	6e-05	0.06812	6e-05	6e-05	6e-05	0.06226	0.17641	6e-05	6e-05	6e-05	6e-05	0.01338	6e-05	0.01969	6e-05	0.07337	6e-05	6e-05	6e-05	0.25804	6e-05	6e-05	0.11106	6e-05
article 1546	6e-05	6e-05	0.05903	6e-05	0.09595	6e-05	6e-05	6e-05	0.01696	6e-05	6e-05	6e-05	0.34886	6e-05	6e-05	6e-05	6e-05	0.14826	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.32932	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05
article 1547	0.00015	0.00015	0.083	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.57732	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.13197	0.00015	0.00015	0.00015	0.00015	0.00015	0.08953	0.00015	0.00015	0.05341	0.00015	0.06036	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015
article 1548	7e-05	0.01729	7e-05	0.01701	7e-05	7e-05	7e-05	7e-05	0.09993	7e-05	0.19944	0.01518	7e-05	7e-05	7e-05	7e-05	7e-05	0.17977	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.09142	7e-05	7e-05	7e-05	7e-05	7e-05	0.32741	7e-05	0.05065
article 1549	0.00017	0.00017	0.00017	0.13588	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.22783	0.00017	0.00017	0.00017	0.00017	0.33876	0.00017	0.00017	0.00017	0.00017	0.00017	0.2214	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.07112
article 1550	0.01783	0.0001	0.0001	0.0001	0.0001	0.15235	0.0001	0.0001	0.0001	0.0001	0.6908	0.02064	0.0001	0.0001	0.0001	0.02799	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.03858	0.04907	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
article 1551	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.04134	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.00014	0.01895	0.00014	0.89357	0.0419
article 1552	5e-05	5e-05	5e-05	5e-05	5e-05	0.06198	5e-05	5e-05	5e-05	5e-05	5e-05	0.10059	5e-05	5e-05	0.00368	5e-05	5e-05	5e-05	5e-05	5e-05	0.0366	0.01229	0.14001	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.01046	0.63307	5e-05	5e-05
article 1553	6e-05	6e-05	6e-05	6e-05	0.0616	6e-05	6e-05	6e-05	0.02287	6e-05	6e-05	6e-05	0.84649	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.04503	6e-05	6e-05	6e-05	0.02207	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05
article 1554	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.31955	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.05022	0.00015	0.00015	0.00015	0.00015	0.1237	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.42667	0.07544	0.00015
article 1555	0.00032	0.00032	0.00032	0.00032	0.00032	0.17395	0.00032	0.00032	0.00032	0.06885	0.00032	0.00032	0.00032	0.64816	0.00032	0.0992	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032	0.00032
article 1556	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.11248	0.00037	0.00037	0.00037	0.76023	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.05049	0.00037	0.00037	0.00037	0.0653	0.00037
article 1557	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.23971	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.64206	0.0004	0.0004	0.0004	0.10553	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004
article 1558	0.00016	0.00016	0.00016	0.00016	0.00016	0.7371	0.00016	0.00016	0.00016	0.00016	0.12702	0.07976	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.0513	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016
article 1559	8e-05	8e-05	8e-05	0.04867	8e-05	8e-05	8e-05	8e-05	8e-05	0.04602	8e-05	8e-05	0.6334	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.04594	8e-05	8e-05	0.02717	8e-05	8e-05	0.05446	8e-05	0.084	8e-05	8e-05	8e-05	0.05824
article 1560	0.0002	0.0002	0.0002	0.29487	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.12338	0.0002	0.0002	0.28946	0.0002	0.0002	0.0002	0.09116	0.0002	0.0002	0.0002	0.0002	0.0002	0.19522	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002
article 1561	7e-05	7e-05	7e-05	7e-05	0.03801	7e-05	0.00957	7e-05	7e-05	7e-05	7e-05	0.02765	0.63451	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.06089	7e-05	0.07807	0.14937	7e-05	7e-05	7e-05	7e-05	7e-05
article 1562	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00146	0.00048	0.00048	0.00048	0.00048	0.00048	0.16822	0.21463	0.00048	0.00048	0.00048	0.60093	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048	0.00048
article 1563	4e-05	4e-05	4e-05	4e-05	0.12253	4e-05	0.01658	0.03886	0.13982	4e-05	4e-05	4e-05	0.60178	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.0794	4e-05
article 1564	0.0001	0.0001	0.0001	0.17759	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.04182	0.0001	0.64238	0.0001	0.0001	0.03918	0.0001	0.0001	0.0001	0.0001	0.0001	0.0675	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.02855
article 1565	8e-05	8e-05	8e-05	8e-05	8e-05	0.03054	0.00861	0.0825	8e-05	8e-05	0.75708	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.0402	0.03418	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.04463	8e-05	8e-05
article 1566	0.04724	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.03421	8e-05	0.65202	8e-05	8e-05	8e-05	8e-05	0.08525	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.04634	0.03923	8e-05	0.09352	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05
article 1567	0.00012	0.06098	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.08818	0.00012	0.46727	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.1797	0.00012	0.00012	0.00012	0.12762	0.00012	0.00012	0.07287	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012
article 1568	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.8767	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.11748	0.00018
article 1569	0.18327	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.40402	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.17853	0.11763	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.00035	0.10597	0.00035
article 1570	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.44986	0.00027	0.00027	0.00027	0.00027	0.00027	0.01327	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.15624	0.00027	0.00027	0.37212	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027
article 1571	2e-05	2e-05	2e-05	0.06694	2e-05	2e-05	0.01979	2e-05	0.01541	2e-05	2e-05	2e-05	2e-05	2e-05	0.01215	0.02022	0.08572	2e-05	2e-05	0.03271	0.05143	2e-05	0.14396	0.03658	0.02024	0.0022	2e-05	0.01435	0.0095	2e-05	2e-05	2e-05	0.17053	2e-05	0.29796
article 1572	0.20277	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.22931	0.00016	0.00016	0.00016	0.00016	0.00016	0.18865	0.37427	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016
article 1573	0.00036	0.00036	0.00036	0.00036	0.00036	0.27788	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.20035	0.00036	0.00036	0.00036	0.00036	0.15404	0.00036	0.00036	0.35651	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036
article 1574	6e-05	6e-05	6e-05	6e-05	0.89273	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.0621	6e-05	6e-05	6e-05	6e-05	0.02681	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.01648	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05
article 1575	0.00021	0.00021	0.00021	0.00021	0.00021	0.21407	0.00021	0.00021	0.00021	0.28576	0.00021	0.00021	0.00021	0.22927	0.00021	0.00021	0.02375	0.1784	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.06274	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
article 1576	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.83891	0.0003	0.15127	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003
article 1577	5e-05	5e-05	0.04598	5e-05	5e-05	0.01492	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.37682	5e-05	0.02049	5e-05	0.21546	0.15825	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.1274	5e-05	0.03928	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05
article 1578	3e-05	3e-05	0.04157	3e-05	0.14677	3e-05	0.06452	0.01172	3e-05	3e-05	3e-05	3e-05	0.34322	3e-05	3e-05	3e-05	3e-05	0.2329	3e-05	0.03316	3e-05	3e-05	0.03242	3e-05	3e-05	3e-05	0.01307	0.05804	3e-05	3e-05	3e-05	0.02192	3e-05	3e-05	3e-05
article 1579	3e-05	3e-05	3e-05	3e-05	0.07543	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.62037	0.00775	3e-05	3e-05	0.02416	0.00781	3e-05	0.00773	3e-05	3e-05	0.02154	3e-05	3e-05	3e-05	3e-05	3e-05	3e-05	0.0418	0.15619	0.01161	3e-05	3e-05	0.02499
article 1580	0.0003	0.0003	0.08112	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.08333	0.45591	0.0003	0.07581	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.29481	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003
article 1581	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.05454	6e-05	6e-05	6e-05	6e-05	6e-05	0.69608	6e-05	6e-05	0.02074	0.03017	6e-05	6e-05	0.1024	6e-05	6e-05	0.0433	6e-05	6e-05	6e-05	6e-05	0.00966	6e-05	6e-05	0.04147	6e-05	6e-05	6e-05	6e-05
article 1582	0.00027	0.00027	0.20023	0.00027	0.00027	0.01676	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.77438	0.00027	0.00027	0.00027	0.00027	0.00027
article 1583	0.10286	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.06664	0.03525	0.02378	0.00012	0.05427	0.01121	0.00012	0.00012	0.00012	0.00012	0.00012	0.31947	0.00012	0.00012	0.15971	0.00012	0.00012	0.11332	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.11056	0.00012	0.00012
article 1584	0.00026	0.00026	0.00026	0.00026	0.00026	0.05627	0.00026	0.00026	0.00026	0.00026	0.43114	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.08076	0.00026	0.14693	0.08764	0.00026	0.00026	0.00026	0.00026	0.00026	0.18958	0.00026
article 1585	0.08826	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.0419	7e-05	7e-05	7e-05	7e-05	7e-05	0.01275	7e-05	7e-05	7e-05	7e-05	0.20447	0.18866	0.06182	0.35098	7e-05	7e-05	7e-05	7e-05	0.04932	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05
article 1586	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.08543	0.00036	0.00036	0.09952	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.0948	0.27497	0.43443	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036	0.00036
article 1587	0.14122	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.02553	7e-05	7e-05	0.31017	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.19422	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.18583	7e-05	7e-05	7e-05	7e-05	7e-05	0.1411	7e-05	7e-05
article 1588	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.33157	0.00041	0.00041	0.33177	0.00041	0.28813	0.00041	0.00041	0.00041	0.00041	0.00041	0.0357	0.00041	0.00041	0.00041
article 1589	0.00047	0.00047	0.00047	0.02345	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.83434	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.12722	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047
article 1590	0.00012	0.00012	0.00012	0.00012	0.00012	0.02601	0.03054	0.00012	0.00012	0.00012	0.00012	0.00012	0.86814	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.07152	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012
article 1591	0.11202	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.01206	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.10796	0.00017	0.00017	0.00017	0.00017	0.00017	0.47647	0.28641	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017
article 1592	9e-05	9e-05	9e-05	9e-05	9e-05	0.12275	9e-05	0.0704	0.07902	9e-05	0.62167	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.02489	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.0788	9e-05
article 1593	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.26686	0.14885	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.57927
article 1594	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.16796	0.00029	0.06423	0.11879	0.00029	0.00029	0.00029	0.64016	0.00029
article 1595	0.00015	0.00015	0.00015	0.00015	0.00015	0.32511	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.0193	0.00015	0.08467	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.14593	0.28898	0.00015	0.13154
article 1596	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.02201	0.00022	0.00022	0.00022	0.0723	0.00022	0.00022	0.00022	0.00022	0.49202	0.00022	0.15231	0.00022	0.25471	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022
article 1597	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.10443	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.21691	0.64595	0.02418
article 1598	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.28591	0.00019	0.00019	0.00019	0.51356	0.00019	0.08144	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.11327	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019
article 1599	0.08209	0.00019	0.00019	0.10759	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.80419	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019
